"CCSBT Registration Number","Vessel Group","Vessel Name","Flag","Authorising Entity","Callsign","Vessel Registration Number","IMO","Tonnage","Vessel Type","Gear Type","Authorisation From","Authorisation To"
"FV04276","Fishing","UBUNTU","South Africa","South Africa","ZR5918","CTA734","","185.9","Longliners","Longline","01/02/2016","31/01/2017"
"FV02122","Fishing","UNA-RAE","New Zealand","New Zealand","ZM5731","14217","","26.0","Multipurpose vessels","Unspecified Method","01/01/2016","31/12/2016"
"FV04498","Fishing","VALMITAO","Portugal","Portugal","CUFN","PM-1291-N","","593.0","Longliners","Longline","01/01/2008","31/12/2020"
"FV04497","Fishing","VERDEMILHO","Portugal","Portugal","CUOZ","V-1065-C","","273.0","Longliners","Longline","01/01/2008","31/12/2020"
"FV04378","Fishing","VICTOR - BJ","Australia","Australia","UNKNOWN","O564","9302401","260.0","Multipurpose vessels","Unspecified Method","01/12/2015","30/11/2016"
"FV06311","Fishing","VIKING BAY","Spain","Spain","EAWJ","UNKNOWN","9221516","280.0","Longliners","Longline","01/01/2016","31/12/2017"
"FV05312","Fishing","VIKING RUBY","South Africa","South Africa","ZR8020","CTA779","","151.0","Longliners","Longline","01/02/2016","31/01/2017"
"FV04510","Fishing","VILA DO INFANTE","Portugal","Portugal","CUOW7","SA-543-C","","128.5","Longliners","Longline","01/01/2008","31/12/2020"
"FV04499","Fishing","VISTA ALEGRE","Portugal","Portugal","CUOU","A-3148-C","","228.0","Longliners","Longline","01/01/2008","31/12/2020"
"FV03502","Fishing","WAIRAU","New Zealand","New Zealand","ZM2301","900355","","37.0","Longliners","Longline","01/01/2016","31/12/2016"
"FV00699","Fishing","WAKASHIO MARU 108","Japan","Japan","JDWA","1311","9135107","499.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV00666","Fishing","WAKASHIO MARU 118","Japan","Japan","JDXC","1306","9167772","499.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV00664","Fishing","WAKASHIO MARU 128","Japan","Japan","JGAY","1307","9314131","439.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV00700","Fishing","WAKASHIO MARU 58","Japan","Japan","7KWV","1269","8814952","388.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV00668","Fishing","WAKASHIO MARU 68","Japan","Japan","JNHP","1270","8914996","398.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV00701","Fishing","WAKASHIO MARU 8","Japan","Japan","JFRV","1310","9206176","499.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV00667","Fishing","WAKASHIO MARU 82","Japan","Japan","JMOX","1304","9047910","409.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV00665","Fishing","WAKASHIO MARU 83","Japan","Japan","JDMD","1305","9109249","409.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV00702","Fishing","WAKASHIO MARU 88","Japan","Japan","JNGV","1271","8910574","379.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV02794","Fishing","WESTERN LEADER","New Zealand","New Zealand","ZMA3139","64005","","47.0","Multipurpose vessels","Longline,Troll","01/01/2016","31/12/2016"
"FV02338","Fishing","WESTERNER","New Zealand","New Zealand","ZM8831","40084","","49.7","Multipurpose vessels","Multiple Gear Types","01/01/2016","31/12/2016"
"FV05707","Fishing","WIJAYA ABADI - VI","Indonesia","Indonesia","YE. 5535","82 NO. 1577/PD","","82.0","Longliners","Longline","07/08/2015","06/08/2016"
"FV06331","Fishing","WIN FAR 828","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BI2574","CT7-0574","9219537","530.0","Longliners","Longline","01/04/2016","30/09/2017"
"FV06252","Fishing","WIN FAR 888","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BH3337","CT6-1337","8747329","496.0","Longliners","Longline","01/04/2016","30/09/2017"
"FV00048","Fishing","WIN LONG","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BH2998","CT6-0998","8749597","394.9","Longliners","Longline","01/04/2016","30/09/2017"
"FV06284","Fishing","WIRTA - 7","Indonesia","Indonesia","YEB 5592","96 NO. 2080/PD","","96.0","Longliners","Longline","29/06/2015","10/08/2016"
"FV05998","Fishing","WIRTA - I","Indonesia","Indonesia","YEB 5328","45 NO. 812/NA","","45.0","Longliners","Longline","05/12/2015","04/12/2016"
"FV06321","Fishing","WOEN YU 168","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BH3325","CT6-1325","8647995","493.0","Longliners","Longline","01/04/2016","30/09/2017"
"FV00040","Fishing","WOEN YU CHANG 6","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BH2942","CT6-0942","8648717","376.5","Longliners","Longline","01/04/2016","30/09/2017"
"FV00391","Fishing","YAHATA MARU 5","Japan","Japan","7JMJ","1045","9658549","439.0","Longliners","Longline","01/04/2016","31/03/2017"
"FV01307","Fishing","YASMIN","Australia","Australia","UNKNOWN","O534","8019942","168.0","Multipurpose vessels","Unspecified Method","01/12/2015","30/11/2016"
"FV05875","Fishing","YI JEN CHUN 668","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BH3402","CT6-1402","8674780","218.0","Longliners","Longline","01/04/2016","30/09/2017"
"FV04471","Fishing","YING FA HSIANG","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BI2588","CT7-0588","8661484","531.0","Longliners","Longline","01/04/2015","30/09/2016"
"FV00084","Fishing","YING YONG HSIANG","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BH3306","CT6-1306","8674340","489.0","Longliners","Longline","01/04/2016","30/09/2017"
"FV00121","Fishing","YNG HSING 23","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BI2480","CT7-0480","8673085","733.0","Longliners","Longline","01/04/2016","30/09/2017"
"FV00082","Fishing","YU CHAN HSIANG","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BH3294","CT6-1294","8749585","489.0","Longliners","Longline","01/04/2016","30/09/2017"
"FV06085","Fishing","YU HSING HSIANG 168","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BI2523","CT7-0523","8674857","547.0","Longliners","Longline","01/04/2015","30/09/2016"
"FV06259","Fishing","YU I HSIANG 627","Taiwan, Fishing Entity of","Taiwan, Fishing Entity of","BI2448","CT7-0448","8647402","708.0","Longliners","Longline","01/04/2015","30/09/2016"
"FV02763","Fishing","ZAMBUCCA","New Zealand","New Zealand","ZM2696","63867","","67.0","Multipurpose vessels","Longline,Troll","01/01/2016","31/12/2016"
"FV04609","Fishing","ZUMAYA DOUS","Spain","Spain","ECBF","UNKNOWN","9306603","148.6","Longliners","Longline","01/01/2016","31/12/2017"
