Flag,Vessel_type,Vessel_name,Vessel_id,Callsign,Flag_registration_num,Weight_gross,Length,Start_date,End_date
Taiwan,Longline,HER HAE 38,35683,BJ4996,CT4-2996,75.45,20.93,15-Jul-11,14-Jul-12
Taiwan,Longline,HER HAE 26,35684,BJ4994,CT4-2994,75.41,20.93,15-Jul-11,14-Jul-12
Taiwan,Longline,JIN FU SHIANG 36,35712,BJ4972,CT4-2972,99,25,20-Jul-11,19-Jul-12
Taiwan,Longline,JIN LONG JINN,35713,BJ4998,CT4-2998,80.66,21.5,4-Jan-12,3-Jan-13
Taiwan,Longline,SAN ZAI FA NO.6,35714,BJ4927,CT42927,99,25,15-Jul-11,14-Jul-12
Taiwan,Longline,CHIN TE CHENG 166,35738,BJ4934,CT4-2934,99.45,23.9,1-Jul-11,30-Jun-12
Taiwan,Longline,SING FA CAI,35740,BJ4452,CT4-2452,54.11,17.1,1-Jul-11,30-Jun-12
Taiwan,Longline,KUO RONG 88,35748,BJ5005,CT4-3005,80.8,21.5,1-Jul-11,30-Jun-12
Taiwan,Longline,KUO RONG 128,35749,BJ5008,14907,81.1,,1-Jul-11,30-Jun-12
Taiwan,Longline,HONG RONG,35761,BJ5011,CT4-3011,95,20.93,19-Jul-11,18-Jul-12
Taiwan,Longline,ESSIEN,35779,BI2517,CT7-000517,696,59.2,8-Jul-11,7-Jul-12
Taiwan,Longline,SHUN FU NO.1,35785,BJ3908,CT4-1908,99.9,27.9,1-Jul-11,30-Jun-12
Taiwan,Longline,CHANG YING NO.69,35817,BJ4939,CT42939,99,25.88,1-Jul-11,30-Jun-12
Taiwan,Longline,CHAAN YING,35818,BJ-4841,CT4-2841,79.25,22.48,1-Jul-11,30-Jun-12
Taiwan,Longline,KUO RONG NO.168,35823,BJ5020,CT4-003020,93.32,21.5,20-Jul-11,19-Jul-12
Taiwan,Longline,DE SHENG FA NO.3,35826,BJ5021,CT4003021,96.95,23.95,24-Aug-11,23-Aug-12
Taiwan,Longline,YING RONG NO.638,35832,BI2578,CT70578,562,56.49,29-Aug-11,28-Aug-12
Taiwan,Longline,DER HAE NO.2,35833,BJ4980,CT4-002980,96.8,20,17-Jul-11,16-Jul-12
Taiwan,Longline,CHIN CHANG WEN,35841,BI2562,CT70562,704,57.6,8-Sep-11,7-Sep-12
Taiwan,Longline,CHIN YONG MING,35842,BI2265,CT70265,708,54.85,8-Sep-11,7-Sep-12
Taiwan,Longline,SHENG YI HSING 118,35846,BG3668,CT5-001668,160,30.19,1-Jul-11,30-Jun-12
Taiwan,Longline,SHIN LUNG NO.216,35859,BI2296,CT7-0296,718,56,17-Jul-11,16-Jul-12
Taiwan,Longline,YU SHUN,35863,BJ5024,CT43024,95.66,23.9,16-Aug-11,15-Aug-12
Taiwan,Longline,JIN TSAI FU NO.888,35864,BH3378,CT6-001378,246,36.6,31-Oct-11,30-Oct-12
Taiwan,Longline,YU LONG,35865,BJ4704,CT42704,98.89,23.9,1-Jul-11,30-Jun-12
Taiwan,Longline,YI MAN,35873,BJ5017,CT4-3017,95.29,20.89,15-Jul-11,14-Jul-12
Taiwan,Longline,SING MAN YI 3,35876,BJ5025,CT4-003025,95.88,20,17-Jul-11,16-Jul-12
Taiwan,Longline,SHUNN SHING 626,35885,BG3671,CT5-1671,184,30.2,1-Jul-11,30-Jun-12
Taiwan,Longline,SAN SHENG SHIANG 668,35886,BJ4706,CT4-2706,98,25.5,1-Jul-11,30-Jun-12
Taiwan,Longline,HUNG HWA NO.202,35891,BI2373,CT7-0373,725,56.5,1-Jul-11,30-Jun-12
Taiwan,Longline,CHANG YING NO.168,35897,BG3677,CT5-1677,180,30.24,23-Aug-11,22-Aug-12
Taiwan,Longline,SAN ZAI FA NO.12,35926,BG3683,CT5-1683,180,34,1-Jul-11,30-Jun-12
Taiwan,Longline,SAN SHENG SHIANG NO.868,35927,BJ4961,CT4-2961,99,25.5,1-Jul-11,30-Jun-12
Taiwan,Longline,YU LONG NO.10,35928,BJ4806,CT42806,98,25.92,6-Jul-11,5-Jul-12
Taiwan,Longline,WESTERN PACIFIC NO.1,35939,BJ5027,CT4-3027,94.97,21.36,1-Jul-11,30-Jun-12
Taiwan,Longline,WESTERN PACIFIC NO.2,35940,BJ5029,CT4-3029,96.8,21.5,1-Jul-11,30-Jun-12
Taiwan,Longline,KUAN HUANG FA,35955,BJ5007,CT4-003007,95.1,21.5,17-Jul-11,16-Jul-12
Taiwan,Longline,YI SIANG NO.6,35962,BJ5031,CT4-003031,95.98,21.12,1-Jul-11,30-Jun-12
Taiwan,Fish Carrier,FENG HAI 1,35965,BZHY,CT6-000502,492,45.52,8-Jul-11,7-Jul-12
Taiwan,Longline,HER HAE,35966,BJ4921,CT4-2921,99,25.5,31-Aug-11,30-Aug-12
Taiwan,Longline,YI FENG 186,35967,BJ4683,CT4-002683,80.16,23.9,20-Jul-11,19-Jul-12
Taiwan,Single Purse Seine,YUNG HSING FA 168,35975,BL2096,CT8-0096,1416,71.79,1-Jul-11,30-Jun-12
Taiwan,Longline,YI FENG 68,35976,BJ4306,CT4-2306,71.45,19,15-Jul-11,14-Jul-12
Taiwan,Longline,SHENG I TSAI 688,35980,BG3685,CT5-001685,142,28.6,1-Jul-11,30-Jun-12
Taiwan,Longline,YUH PAO NO.16,35994,BJ4602,CT4-2602,79.07,27,1-Aug-11,31-Jul-12
Taiwan,Longline,SHIN SHENG CHING NO.121,36002,BJ4846,CT4-002846,99,29.88,1-Jul-11,30-Jun-12
Taiwan,Longline,SAN ZAI FA NO.15,36004,BJ5034,CT4-003034,98.32,20.83,1-Jul-11,30-Jun-12
Taiwan,Longline,SHUENN SHING NO.66,36005,BJ4955,CT4-2955,99,25.5,1-Jul-11,30-Jun-12
Taiwan,Longline,SHENG LIAN SHIANG NO.1,36006,BJ5040,CT4-003040,96.1,21.3,1-Jul-11,30-Jun-12
Taiwan,Longline,YI FENG NO.826,36013,BJ4886,CT4-002886,98.88,23.9,1-Jul-11,30-Jun-12
Taiwan,Longline,JIN JINN YI NO.66,36014,BG3682,CT5-001682,180,30.24,1-Jul-11,30-Jun-12
Taiwan,Longline,JIN JINN YI NO.36,36015,BG3687,CT5-1687,180,30.24,1-Jul-11,30-Jun-12
Taiwan,Longline,TE YUN NO.16,36022,BJ5035,CT4-3035,98.83,20.93,1-Jul-11,30-Jun-12
Taiwan,Longline,SAN SHENG FA,36023,BJ5043,CT4-003043,98.86,20.85,1-Jul-11,30-Jun-12
Taiwan,Fish Carrier,CHANG LI NO.1,36026,BH3293,CT6-001293,498,45.6,1-Jul-11,30-Jun-12
Taiwan,Longline,DAP LONG CHENG NO.13,36027,BJ4769,CT4-2769,98,25,14-Jul-11,13-Jul-12
Taiwan,Longline,CHEN YI FA NO.1,36046,BJ4798,CT4-002798,98,25.92,5-Jul-11,4-Jul-12
Taiwan,Longline,KUO RONG,36047,BG3692,CT5-001692,199,32.26,5-Jul-11,4-Jul-12
Taiwan,Longline,KUO RONG NO.333,36058,BJ4936,CT4-002936,99,26.02,27-Jul-11,26-Jul-12
Taiwan,Longline,CHIN CHEN MING,36064,BI2413,CT70413,746,55.26,2-Nov-11,1-Nov-12
Taiwan,Single Purse Seine,FU KUAN NO.808,36071,BL2097,CT80097,1416,71.79,6-Sep-11,5-Sep-12
Taiwan,Longline,YI MAN NO.2,36079,BJ5041,CT43041,97.28,21.12,20-Sep-11,19-Sep-12
Taiwan,Longline,ZAN FA NO.3,36082,BG3695,CT51695,185,30.19,4-Oct-11,3-Oct-12
Taiwan,Longline,TENN MING YANG NO.668,36087,BJ5045,CT43045,99.35,23.9,8-Oct-11,7-Oct-12
Taiwan,Longline,LUNG SOON NO.126,36088,BH3249,CT61249,496,45.6,8-Oct-11,7-Oct-12
Taiwan,Longline,YU SHUN NO.2,36095,BJ5056,CT43056,96.58,21.3,5-Nov-11,4-Nov-12
Taiwan,Longline,JIN DE MAN NO.1,36106,BJ5055,CT43055,96.42,21.3,17-Dec-11,16-Dec-12
Taiwan,Longline,TENN MING YANG NO.688,36107,BJ5053,CT43053,99.35,20.9,26-Dec-11,25-Dec-12
Taiwan,Longline,YU I HSIANG NO.627,36126,BI2448,CT70448,708,54.15,10-Feb-11,9-Feb-12
Taiwan,Longline,YU HSING HSIANG NO.126,36127,BI2477,CT70477,538,53.7,25-Feb-11,24-Feb-12
Taiwan,Longline,SHIN SHUEN FAR NO.668,36136,BG3694,CT51694,198,36,1-Mar-11,29-Feb-12
Taiwan,Longline,CHIN I WEN,36139,BH3361,CT61361,290,43,2-Mar-11,1-Mar-12
Taiwan,Longline,DE HAI NO.6,36141,BJ5059,CT43059,97.58,21.3,9-Mar-11,8-Mar-12
Taiwan,Longline,CHANG YING NO.368,36143,BG3706,CT51706,199,30.24,18-Mar-11,17-Mar-12
Taiwan,Longline,SHIN SHUEN FAR,36144,BJ4908,CT42908,99.33,27.3,5-Apr-11,4-Apr-12
Taiwan,Longline,NIAN SHENG NO.168,36149,BJ5065,CT43065,99.88,20.8,13-Apr-11,12-Apr-12
Taiwan,Longline,DE SHENG FA NO.1,36150,BJ5062,CT43062,97.66,21.6,18-May-11,17-May-12
Taiwan,Longline,HSIANG FA NO.16,36151,BH3236,CT61236,491,51.85,13-Apr-11,12-Apr-12
Taiwan,Longline,HUNG SHENG,36154,BH3122,CT6-1122,450.89,48.8,27-Apr-11,26-Apr-12
Taiwan,Longline,JIN TSAI FU NO.168,36164,BG3705,CT5-1705,188,35.7,28-Apr-11,27-Apr-12
Taiwan,Longline,JUI HSIANG JIE,36181,BJ5069,CT4-3069,98.98,20.8,26-May-11,25-May-12
Taiwan,Longline,DONG HORNG NO.222,36183,BG3670,CT5-1670,160,,7-Jun-11,6-Jun-12
Taiwan,Longline,JENN MING YANG,36190,BK6812,CT3-4812,48.47,16.5,21-Jun-11,20-Jun-12
Taiwan,Longline,YI SHENG WANG,36193,BJ3565,CT4-1565,91.87,23.04,29-Jun-11,28-Jun-12
Taiwan,Longline,FU YING,36195,BJ4851,CT4-2851,87.35,23.23,30-Jun-11,29-Jun-12
Taiwan,Longline,DAR LONG CHENG NO.126,36209,BJ5064,CT43064,98.96,21.12,20-Jul-11,19-Jul-12
Taiwan,Longline,DONG HORNG NO.888,36216,BJ4708,CT42708,98,,12-Aug-11,11-Aug-12
Taiwan,Longline,CHUNG KUO NO.989,36217,BJ4540,13372,96,28,10-Aug-11,9-Aug-12
Taiwan,Longline,CHUNG KUO NO.999,36218,BJ4541,13373,96,28,10-Aug-11,9-Aug-12
Taiwan,Longline,YI MAN NO.3,36223,BJ5061,CT43061,99.7,23.9,17-Aug-11,16-Aug-12
Taiwan,Longline,GILONTAS NO.386,36229,BJ4691,CT42691,80.88,27.3,7-Sep-11,6-Sep-12
Taiwan,Longline,CHARNG JYI LIH NO.2,36243,BJ4013,CT4-2013,57.25,16.45,1-Nov-11,31-Oct-12
Taiwan,Longline,YANG SHUN NO.9,36245,BI2417,CT7-0417,720,56.9,18-Nov-11,17-Nov-12
Taiwan,Longline,YI RONG NO.6,36248,BJ5076,CT4-3076,97.88,,23-Nov-11,22-Nov-12
Thailand,Fish Carrier,FORTUNE REEFER,34904,HSB4594,540001758,4348,107.87,7-Nov-11,6-Nov-12
Tuvalu,Bunker,KOSIAM,33534,T2UB2,15677807,2874,96.98,25-Jul-11,24-Jul-12
Tuvalu,Longline,YUH YOW 703,34515,T2XT3,25030011,520,55.75,4-Jul-11,3-Jul-12
Tuvalu,Longline,YUH YOW NO.609,34526,T2XS3,25020011,520,55.75,29-Jun-11,28-Jun-12
Tuvalu,Bunker,STAR TUNA,35603,T2TS2,15528307,4341,113.31,1-Jul-11,30-Jun-12
Tuvalu,Single Purse Seine,TAUMOANA,35834,T2FA3,19930909,1738,75.34,4-Aug-11,3-Aug-12
Tuvalu,Longline,PAKASOA,36039,T2RB3,23011010,120,20.8,14-Jul-11,13-Jul-12
Tuvalu,Longline,TUIPUGA,36098,T2TT3,23951010,99.8,20.8,10-Nov-11,9-Nov-12
Tuvalu,Longline,YUH YOW NO.137,36188,T2XQ3,25000211,520,55.75,24-Jun-11,23-Jun-12
Tuvalu,Longline,YUH YOW NO.227,36189,T2XR3,25010011,520,55.75,4-Jul-11,3-Jul-12
United States of America,Single Purse Seine,SEA ENCOUNTER,4283,WTF4069,604 592,1340,80.16,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,CAROL LINDA,4291,WTF4062,624971,1283,60.96,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,WESTERN PACIFIC,4341,WDD5296,564010,2024,87,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,PACIFIC PRINCESS,4408,WDC3424,600678,2110,78.78,5-Aug-11,4-Aug-12
United States of America,Single Purse Seine,CAPE MAY,4457,WDE2195,645-777,1518,69.92,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,DANIELA,4499,WDD5649,531005,1231,64.62,12-Oct-11,11-Oct-12
United States of America,Single Purse Seine,RAFFAELLO,4549,WDD9140,539046,1097,58.22,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,KOORALE,6932,WDC4205,545-564,1072,61.87,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,CAPE FINISTERRE,7948,WDA4699,610466,1809,72.63,16-Apr-11,15-Apr-12
United States of America,Single Purse Seine,JEANETTE,9308,WCX7689,565986,1498,76.81,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,PACIFIC BREEZE,20107,WDE4890,1212040,1091,62.08,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,CAPE ELIZABETH III,25957,WDF8203,962922,1930,68.82,26-Aug-11,25-Aug-12
United States of America,Single Purse Seine,CAPE COD,33176,WDD5547,599831,1341,67.36,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,CAPE BRETON,33850,WDE2397,1060977,2019,81.2,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,CAPE FERRAT,34079,WDE2398,1074874,2019,81.2,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,OCEAN ENCOUNTER,34939,WDD9182,1202619,1517,70.59,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,AMERICAN EAGLE,35025,WDD9994,1206090,2386,89.21,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,AMERICAN ENTERPRISE,35066,WDE3560,1209513,2310,89.21,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,SEA BOUNTY,35087,WDE5895,1214841,1415,70.08,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,SEA DEFENDER,35107,WDD8934,1202621,1415,72.37,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,OCEAN GALAXY,35109,WDE5890,1214839,1517,70.59,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,FRIESLAND,35259,WDE6789,1216624,2386,89.21,1-Jul-11,30-Jun-12
United States of America,Longline,SOUTHERN HORIZON,35302,WDE9588,1052597,188,95,12-Sep-11,11-Sep-12
United States of America,Longline,PACIFIC HORIZON,35390,WDD4529,627203,147,85,9-Aug-11,8-Aug-12
United States of America,Single Purse Seine,OCEAN CONQUEST,35612,WDD8838,1202618,1416,72.37,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,SEA QUEST,35626,WDD9174,1203206,1416,69.98,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,OCEAN EXPEDITION,35635,WDD9952,1205812,1416,69.98,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,OCEAN WARRIOR,35636,WDD9953,1205808,1517,70.59,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,SEA TRADER,35647,WDE2379,1207470,1416,69.98,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,SEA FOX,35665,WDE2381,1207469,1517,69.42,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,CAPE SAN LUCAS,35675,WDE3676,1209784,1466,68.24,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,OCEAN CHALLENGER,35679,WDE3526,1209712,1517,69.42,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,SEA HONOR,35711,WDE4114,1210858,1517,70.59,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,ISABELLA,35726,WDE5192,1212240,1600,70.47,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,AMERICAN VICTORY,35768,WDE6234,1215847,1691,75.28,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,PACIFIC PRIDE,35772,WDE5728,1214250,1416,70.08,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,PACIFIC RANGER,35774,WDE5730,1214248,1415,70.08,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,AMERICAN TRIUMPH,35781,WDE6712,1215734,1691,75.34,1-Jul-11,30-Jun-12
United States of America,Single Purse Seine,CAPE HATTERAS,35788,WDE7213,1217627,1569,70.5,5-Nov-11,4-Nov-12
United States of America,Longline,MEE JIN PARK,35875,WDD3232,1045090,143,25,4-Sep-11,3-Sep-12
